epoch,lr_backbone,lr_head,train_loss,train_mpjpe_body,val_loss,val_mpjpe_all,val_mpjpe_body,val_mpjpe_hand,epoch_time
1,3.3333333333333333e-06,3.3333333333333335e-05,0.3731637569998094,813.0485356467395,,,,,4274.392685651779
